刑事附带民事	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。
交通肇事罪	被害人	NA	交通肇事罪中的被害人过错影响量刑。

交通肇事罪	被害人	NA	能够认定为交通肇事罪的被害人。

交通肇事罪	被害人	NA	交通肇事罪中的被害人过错是指在交通肇事犯罪案件中。

被告人	贩卖毒品	NA	我爱她！” 江西省南昌市人民检察院以被告人陈木丰(第一被告)、丁赣南、刘志伟、万丽娜、许武惠犯贩卖毒品罪案。

被告人	贩卖毒品	NA	被告人夏某与张茹月(另案判决)在被告人吴丹(曾因犯贩卖毒品罪于2006年3月被云南省大理白族自治州中级人民法院判处有期徒刑。

盗窃罪	法院	NA	北京市第一中级人民法院以故意杀人罪、盗窃罪、诈骗罪合并判处被告人闫烁死刑。

人民法院	法律	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

刑事政策	寻衅滋事罪	NA	寻衅滋事罪在刑事政策的指引下经历了归属流氓罪、独立构罪及《草案》修订的发展阶段。

逃逸	自首	NA	交通肇事后自首或部分履行救助义务不应全部认定为逃逸。

逃逸	自首	NA	交通肇事罪法定刑的设置;逃逸行为应属定罪情节还是加重情节;逃逸行为与责任认定;肇事后逃逸的情形下可否成立自首等问题都值得理论界思考。

逃逸	自首	NA	在《意见》中规定交通肇事后报案并接受处理的情形不认定自首;交通肇事逃逸后向有关机关。

交通肇事罪	主体	NA	交通肇事罪的主体从特殊主体变为一般主体。

交通肇事罪	主体	NA	指使、强令他人违章驾驶的人能否成为交通肇事罪的犯罪主体。

交通肇事罪	主体	NA	交通肇事罪的主体主要是那些从事交通运输的人员。

交通肇事罪	主体	NA	依据交通肇事罪犯罪主体涵义确定的标准。

交通肇事罪	主体	NA	包括行人、乘客以及非机动车辆驾驶人等也能够成为交通肇事罪主体。

交通肇事罪	主体	NA	交通肇事罪共犯主体包括交通运输人员和非交通运输人员。

主观方面	故意	NA	故意杀人罪从严情节大致可分为主体、主观方面、客观方面三个方面。

黑社会性质组织	聚众斗殴	NA	法院审理并宣判:田波犯组织、领导黑社会性质组织罪、故意伤害罪、聚众斗殴罪、敲诈勒索罪、寻衅滋事罪、偷税罪、强迫交易罪、非法占用。

黑社会性质组织	聚众斗殴	NA	法院审理并宣判:田波犯组织、领导黑社会性质组织罪、故意伤害罪、聚众斗殴罪、敲诈勒索罪、寻衅滋事罪、偷税罪、强迫交易罪、非法占用。

黑社会性质组织	聚众斗殴	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

黑社会性质组织	聚众斗殴	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

黑社会性质组织	聚众斗殴	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

故意杀人罪	限制	NA	严格限制死刑的焦点和难点在于如何切实控制故意杀人罪的死刑。

故意杀人罪	限制	NA	以必要性为原则合理限制故意杀人罪的死刑适用。

故意杀人罪	限制	NA	为了减少和限制故意杀人罪的死刑适用 。

故意伤害	故意杀人	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

故意伤害	故意杀人	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

故意伤害	故意杀人	NA	定故意伤害罪或故意杀人罪。

故意伤害	故意杀人	NA	定故意伤害罪或故意杀人罪。

故意伤害	故意杀人	NA	近5年每年发生的故意杀人、故意伤害致人死亡案在400至500起左右。

故意伤害	故意杀人	NA	近5年每年发生的故意杀人、故意伤害致人死亡案在400至500起左右。

故意伤害	故意杀人	NA	重庆市第五中级人民法院依法对岳村等40人涉黑案进行了一审判决:被告人岳村犯组织、领导黑社会性质组织罪、故意杀人罪、故意伤害罪、敲诈勒索罪、非法拘禁罪、非法经营罪等12项犯罪数罪并罚。

故意伤害	故意杀人	NA	重庆市第五中级人民法院依法对岳村等40人涉黑案进行了一审判决:被告人岳村犯组织、领导黑社会性质组织罪、故意杀人罪、故意伤害罪、敲诈勒索罪、非法拘禁罪、非法经营罪等12项犯罪数罪并罚。

故意伤害	故意杀人	NA	而是直接规定为以故意伤害罪、故意杀人罪定罪处罚。

故意伤害	故意杀人	NA	而是直接规定为以故意伤害罪、故意杀人罪定罪处罚。

故意伤害	故意杀人	NA	对于《刑法》第17条中规定的“犯故意杀人、故意伤害致人重伤或者死亡”。

故意伤害	故意杀人	NA	对于《刑法》第17条中规定的“犯故意杀人、故意伤害致人重伤或者死亡”。

遗弃	故意杀人	NA	指使者相应构成遗弃罪或故意杀人罪的教唆犯。

遗弃	故意杀人	NA	对肇事者无须另以遗弃罪或不作为的故意杀人罪定罪处罚。

遗弃	故意杀人	NA	还涉及到不作为的故意杀人罪与 (移置 )遗弃罪的界分。

遗弃	故意杀人	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

遗弃	故意杀人	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

遗弃	故意杀人	NA	交通肇事罪的加重情节已经对正犯的遗弃行为或不作为的故意杀人行为进行了包括的刑罚评价。

遗弃	故意杀人	NA	交通肇事罪的加重情节已经对正犯的遗弃行为或不作为的故意杀人行为进行了包括的刑罚评价。

遗弃	故意杀人	NA	肇事者还可能构成遗弃罪或不作为的故意杀人罪。

交通肇事罪	民事责任	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

刑法	定罪	NA	应从刑法处罚的立场出发;"交通肇事后逃逸"不仅是定罪情节。

责任	成立条件	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

被害人过错	法定化	NA	从而指出将被害人过错在故意杀人罪中量刑法定化的必要性。

县法院	故意伤害罪	NA	到县法院以故意伤害罪判处陈亚阳有期徒刑3年、缓刑4年时。

自首	法定刑	NA	交通肇事罪法定刑的设置;逃逸行为应属定罪情节还是加重情节;逃逸行为与责任认定;肇事后逃逸的情形下可否成立自首等问题都值得理论界思考。

辩诉交易	被告人	NA	随着国内辩诉交易第一案———牡丹江铁路运输法院就被告人孟广虎故意伤害案的审结。

辩诉交易	被告人	NA	有媒体称2002年4月黑龙江省牡丹江铁路运输法院判决的一起由检察官与被告人达成协议的故意伤害案为中国辩诉交易第一案。

醉酒驾车	以危险方法危害公共安全罪	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	以危险方法危害公共安全罪	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	以危险方法危害公共安全罪	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	以危险方法危害公共安全罪	NA	成都市中级人民法院却认定无证、醉酒驾车造成4死1伤的孙伟铭构成以危险方法危害公共安全罪。

醉酒驾车	以危险方法危害公共安全罪	NA	对以间接故意实施以危险方法危害公共安全罪的醉酒驾车被告人。

醉酒驾车	以危险方法危害公共安全罪	NA	醉酒驾车肇事构成以危险方法危害公共安全罪的一般系间接故意犯罪。

醉酒驾车	以危险方法危害公共安全罪	NA	将醉酒驾车肇事行为定性为以危险方法危害公共安全罪势必不当扩大刑法的打击范围。

邪教	邪教组织	NA	应构成故意杀人罪 ;邪教组织人员以自焚、自爆或者其他方法危害公共安全的 。

邪教	邪教组织	NA	应构成故意杀人罪 ;邪教组织人员以自焚、自爆或者其他方法危害公共安全的 。

伤害罪	国家工作人员	NA	均构成暴力干涉婚姻自由罪、妨害公务罪与故意伤害罪、故意杀人罪之间的想象竞合犯;国家工作人员利用职务上便利骗取3000元财物的。

伤害罪	国家工作人员	NA	均构成暴力干涉婚姻自由罪、妨害公务罪与故意伤害罪、故意杀人罪之间的想象竞合犯;国家工作人员利用职务上便利骗取3000元财物的。

危害公共安全	最高人民法院	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

《解释》	若干问题	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

寻衅滋事罪	主观要素	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

寻衅滋事罪	主观要素	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

被告人	辩诉交易	NA	随着国内辩诉交易第一案———牡丹江铁路运输法院就被告人孟广虎故意伤害案的审结。

被告人	辩诉交易	NA	有媒体称2002年4月黑龙江省牡丹江铁路运输法院判决的一起由检察官与被告人达成协议的故意伤害案为中国辩诉交易第一案。

交通事故认定书	证据	NA	公安机关交管部门制作的《交通事故认定书》(以下简称《认定书》)一直是检察机关公诉部门起诉交通肇事罪的控诉证据。

故意杀人案	人民检察院	NA	吉林省长春市人民检察院主诉检察官姜涛受理了一起涉嫌故意杀人案:嫌疑人曲立宝因被分流下岗。

犯罪嫌疑人	民警	NA	案情简介 某分局民警于某在依法对涉嫌故意伤害他 人的犯罪嫌疑人高某进行人身搜查时。

犯罪案件	交通肇事犯罪	NA	交通肇事罪中的被害人过错是指在交通肇事犯罪案件中。

附带民事诉讼	民事赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

刑事政策	刑事责任	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

行为人	刑事责任能力	NA	在限制刑事责任能力行为人故意杀人所引起的附带民事诉讼中。

刑事责任	交通肇事	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

刑事责任	交通肇事	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

刑事责任	交通肇事	NA	一般应以交通肇事罪追究行为人的刑事责任。
